식별자,스타일,서브스타일,상의_색상,상의_카테고리,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_핏
1613,소피스트케이티드,,베이지,블라우스,7부소매,린넨,무지,브이넥,노멀,맥시,브라운,팬츠,우븐,루즈
166116,소피스트케이티드,클래식,브라운,니트웨어,긴팔,니트,무지,라운드넥,타이트,발목,블랙,팬츠,우븐,와이드
169970,소피스트케이티드,,블랙,,긴팔,,,,,발목,베이지,팬츠,우븐,와이드
170793,소피스트케이티드,,화이트,블라우스,반팔,우븐,무지,,루즈,발목,베이지,팬츠,우븐,노멀
17215,소피스트케이티드,,스카이블루,블라우스,긴팔,우븐,,브이넥,노멀,발목,블랙,팬츠,울/캐시미어,노멀
172349,소피스트케이티드,,화이트,,긴팔,,,,,발목,핑크,팬츠,우븐,노멀
17235,소피스트케이티드,,그레이,블라우스,긴팔,우븐,,라운드넥,노멀,미디,그레이,스커트,울/캐시미어,벨보텀
172350,소피스트케이티드,,화이트,블라우스,긴팔,우븐,무지,,노멀,발목,핑크,팬츠,우븐,노멀
17236,소피스트케이티드,,그레이,블라우스,긴팔,우븐,,라운드넥,노멀,미디,그레이,스커트,울/캐시미어,벨보텀
172766,소피스트케이티드,리조트,민트,블라우스,7부소매,우븐,무지,라운드넥,루즈,발목,화이트,팬츠,우븐,스키니
173966,소피스트케이티드,페미닌,화이트,블라우스,긴팔,우븐,스트라이프,,노멀,미디,블랙,팬츠,네오프렌,와이드
174013,소피스트케이티드,,네이비,셔츠,긴팔,우븐,,,루즈,미디,블랙,팬츠,저지,벨보텀
179252,소피스트케이티드,페미닌,핑크,블라우스,7부소매,시폰,무지,라운드넥,노멀,발목,화이트,팬츠,우븐,노멀
186262,소피스트케이티드,모던,화이트,블라우스,긴팔,시폰,그래픽,,노멀,,화이트,,,
189493,소피스트케이티드,모던,스카이블루,셔츠,긴팔,우븐,무지,,루즈,맥시,,팬츠,우븐,와이드
193488,소피스트케이티드,,화이트,,민소매,,,,,발목,카키,팬츠,스판덱스,벨보텀
194092,소피스트케이티드,섹시,블랙,블라우스,긴팔,실크,무지,라운드넥,노멀,니렝스,블랙,스커트,저지,스키니
200274,소피스트케이티드,로맨틱,화이트,블라우스,긴팔,우븐,도트,브이넥,노멀,발목,블랙,팬츠,우븐,노멀
20030,소피스트케이티드,,화이트,,긴팔,,,,,발목,화이트,팬츠,우븐,노멀
200548,소피스트케이티드,모던,블랙,티셔츠,반팔,니트,무지,,노멀,발목,베이지,팬츠,린넨,벨보텀
20061,소피스트케이티드,,블랙,블라우스,긴팔,시폰,무지,,노멀,발목,화이트,팬츠,우븐,벨보텀
20075,소피스트케이티드,,블랙,블라우스,긴팔,시폰,무지,,노멀,발목,화이트,팬츠,우븐,벨보텀
20154,소피스트케이티드,,화이트,블라우스,긴팔,우븐,무지,,노멀,발목,그레이,팬츠,우븐,스키니
20173,소피스트케이티드,로맨틱,화이트,블라우스,긴팔,우븐,무지,스퀘어넥,루즈,발목,핑크,팬츠,우븐,벨보텀
20229,소피스트케이티드,젠더리스,화이트,블라우스,긴팔,시폰,무지,브이넥,루즈,미디,그레이,팬츠,우븐,노멀
20230,소피스트케이티드,젠더리스,화이트,블라우스,긴팔,시폰,무지,브이넥,루즈,미디,그레이,팬츠,우븐,노멀
20247,소피스트케이티드,젠더리스,화이트,블라우스,긴팔,시폰,무지,브이넥,루즈,미디,그레이,팬츠,우븐,노멀
20251,소피스트케이티드,젠더리스,화이트,셔츠,7부소매,우븐,무지,,노멀,발목,네이비,팬츠,우븐,벨보텀
20296,소피스트케이티드,페미닌,화이트,블라우스,긴팔,"레이스, 시폰",무지,브이넥,루즈,발목,핑크,팬츠,우븐,노멀
20321,소피스트케이티드,로맨틱,화이트,블라우스,긴팔,시폰,무지,,노멀,발목,핑크,팬츠,우븐,노멀
203250,소피스트케이티드,스트리트,,셔츠,,우븐,무지,,루즈,발목,핑크,팬츠,우븐,와이드
203378,소피스트케이티드,모던,,셔츠,,우븐,무지,,노멀,발목,레드,팬츠,우븐,노멀
203466,소피스트케이티드,페미닌,화이트,,긴팔,,,,,니렝스,네이비,스커트,데님,스키니
20360,소피스트케이티드,,화이트,셔츠,긴팔,우븐,무지,,노멀,발목,그레이,팬츠,우븐,벨보텀
20380,소피스트케이티드,스트리트,그레이,셔츠,긴팔,우븐,스트라이프,,노멀,발목,핑크,팬츠,우븐,노멀
20628,소피스트케이티드,페미닌,화이트,블라우스,긴팔,시폰,무지,,루즈,발목,스카이블루,팬츠,우븐,벨보텀
20631,소피스트케이티드,페미닌,화이트,블라우스,긴팔,시폰,무지,,루즈,발목,스카이블루,팬츠,우븐,벨보텀
20763,소피스트케이티드,리조트,화이트,셔츠,긴팔,우븐,무지,,노멀,발목,네이비,팬츠,우븐,루즈
21346,소피스트케이티드,,베이지,셔츠,7부소매,우븐,무지,,노멀,발목,브라운,팬츠,우븐,루즈
21369,소피스트케이티드,페미닌,화이트,블라우스,7부소매,우븐,무지,브이넥,노멀,발목,와인,팬츠,우븐,노멀
21370,소피스트케이티드,페미닌,화이트,블라우스,7부소매,시폰,무지,브이넥,루즈,발목,와인,팬츠,우븐,노멀
21393,소피스트케이티드,,베이지,셔츠,긴팔,우븐,무지,,노멀,발목,와인,팬츠,우븐,스키니
21417,소피스트케이티드,클래식,화이트,셔츠,7부소매,우븐,무지,,노멀,발목,그레이,팬츠,울/캐시미어,노멀
21420,소피스트케이티드,클래식,화이트,셔츠,7부소매,우븐,무지,,노멀,발목,그레이,팬츠,울/캐시미어,노멀
21440,소피스트케이티드,클래식,화이트,셔츠,7부소매,우븐,무지,,노멀,발목,그레이,팬츠,울/캐시미어,노멀
21517,소피스트케이티드,,화이트,셔츠,긴팔,우븐,무지,,노멀,발목,,팬츠,우븐,스키니
21521,소피스트케이티드,,화이트,셔츠,긴팔,우븐,무지,,노멀,발목,카키,팬츠,우븐,스키니
21545,소피스트케이티드,,,셔츠,,우븐,무지,,노멀,발목,와인,팬츠,우븐,벨보텀
21561,소피스트케이티드,페미닌,와인,블라우스,긴팔,시폰,플로럴,,노멀,발목,화이트,팬츠,우븐,노멀
21583,소피스트케이티드,,오렌지,,긴팔,,,,,발목,화이트,팬츠,우븐,와이드
217096,소피스트케이티드,,화이트,셔츠,긴팔,우븐,스트라이프,,노멀,미디,베이지,팬츠,우븐,노멀
21796,소피스트케이티드,,,블라우스,,우븐,무지,,노멀,발목,브라운,팬츠,우븐,스키니
21820,소피스트케이티드,,,셔츠,,우븐,무지,,노멀,발목,블랙,팬츠,우븐,벨보텀
21825,소피스트케이티드,,,셔츠,,우븐,무지,,노멀,발목,블랙,팬츠,우븐,벨보텀
21845,소피스트케이티드,,,블라우스,,우븐,무지,라운드넥,노멀,발목,와인,팬츠,우븐,노멀
21869,소피스트케이티드,레트로,화이트,셔츠,긴팔,우븐,무지,,노멀,발목,브라운,팬츠,우븐,벨보텀
21870,소피스트케이티드,레트로,화이트,셔츠,긴팔,우븐,무지,,노멀,발목,브라운,팬츠,우븐,벨보텀
2188,소피스트케이티드,로맨틱,화이트,블라우스,긴팔,시폰,,라운드넥,노멀,니렝스,베이지,스커트,레이스,스키니
21891,소피스트케이티드,,베이지,셔츠,긴팔,우븐,무지,,노멀,발목,와인,팬츠,우븐,노멀
2192,소피스트케이티드,로맨틱,화이트,블라우스,긴팔,시폰,,라운드넥,노멀,니렝스,베이지,스커트,레이스,스키니
21940,소피스트케이티드,,,니트웨어,,니트,무지,라운드넥,노멀,발목,화이트,팬츠,우븐,노멀
2196,소피스트케이티드,로맨틱,화이트,블라우스,긴팔,시폰,,라운드넥,노멀,니렝스,베이지,스커트,레이스,스키니
21963,소피스트케이티드,페미닌,베이지,니트웨어,긴팔,니트,무지,터틀넥,타이트,발목,그레이,팬츠,우븐,스키니
2197,소피스트케이티드,로맨틱,화이트,블라우스,긴팔,시폰,,라운드넥,노멀,니렝스,베이지,스커트,레이스,스키니
21989,소피스트케이티드,,네이비,셔츠,긴팔,우븐,스트라이프,,노멀,발목,베이지,팬츠,우븐,노멀
2201,소피스트케이티드,,블랙,블라우스,긴팔,시폰,무지,,노멀,니렝스,블랙,스커트,레이스,스키니
223453,소피스트케이티드,페미닌,화이트,블라우스,긴팔,레이스,,,노멀,미디,블랙,스커트,스웨이드,스키니
224327,소피스트케이티드,클래식,실버,니트웨어,긴팔,니트,무지,라운드넥,노멀,발목,와인,팬츠,,벨보텀
224431,소피스트케이티드,클래식,블랙,블라우스,긴팔,시폰,무지,,노멀,발목,화이트,팬츠,,와이드
224500,소피스트케이티드,,화이트,블라우스,긴팔,시폰,플로럴,,노멀,발목,퍼플,팬츠,,와이드
224805,소피스트케이티드,,화이트,티셔츠,반팔,저지,,라운드넥,노멀,발목,그레이,팬츠,우븐,벨보텀
225137,소피스트케이티드,,화이트,셔츠,긴팔,우븐,그래픽,,노멀,발목,브라운,팬츠,우븐,노멀
225213,소피스트케이티드,,와인,셔츠,긴팔,우븐,무지,브이넥,루즈,발목,,팬츠,우븐,노멀
225351,소피스트케이티드,매니시,화이트,셔츠,7부소매,우븐,무지,,노멀,발목,베이지,팬츠,우븐,노멀
225401,소피스트케이티드,,화이트,니트웨어,긴팔,울/캐시미어,무지,라운드넥,노멀,발목,화이트,팬츠,우븐,벨보텀
225526,소피스트케이티드,,핑크,,7부소매,,,,,발목,화이트,팬츠,우븐,노멀
225960,소피스트케이티드,,,셔츠,,우븐,,,노멀,발목,브라운,팬츠,우븐,노멀
226253,소피스트케이티드,,베이지,니트웨어,긴팔,니트,,터틀넥,타이트,발목,브라운,팬츠,우븐,노멀
226301,소피스트케이티드,모던,,블라우스,,,,,루즈,발목,실버,팬츠,우븐,노멀
226428,소피스트케이티드,클래식,화이트,셔츠,긴팔,시폰,무지,라운드넥,루즈,발목,스카이블루,팬츠,우븐,노멀
227233,소피스트케이티드,,네이비,블라우스,반팔,"실크, 우븐",,라운드넥,노멀,미디,화이트,팬츠,우븐,노멀
229052,소피스트케이티드,젠더리스,블랙,셔츠,긴팔,우븐,체크,,노멀,발목,블랙,팬츠,우븐,노멀
2323,소피스트케이티드,스트리트,브라운,니트웨어,반팔,니트,,터틀넥,노멀,발목,화이트,스커트,우븐,노멀
234178,소피스트케이티드,,브라운,니트웨어,긴팔,니트,,라운드넥,노멀,미디,베이지,스커트,스웨이드,노멀
240732,소피스트케이티드,,베이지,블라우스,반팔,시폰,무지,보트넥,노멀,맥시,블랙,팬츠,우븐,와이드
246327,소피스트케이티드,모던,화이트,블라우스,반팔,시폰,무지,라운드넥,노멀,발목,베이지,팬츠,"스판덱스, 우븐",벨보텀
246879,소피스트케이티드,,화이트,블라우스,긴팔,시폰,무지,,노멀,니렝스,블랙,스커트,우븐,노멀
248063,소피스트케이티드,,스카이블루,티셔츠,반팔,우븐,무지,라운드넥,노멀,미디,블랙,스커트,우븐,노멀
248510,소피스트케이티드,,퍼플,티셔츠,긴팔,우븐,무지,라운드넥,노멀,발목,블랙,팬츠,우븐,노멀
248626,소피스트케이티드,,베이지,블라우스,긴팔,우븐,그래픽,,노멀,발목,브라운,팬츠,우븐,노멀
248911,소피스트케이티드,로맨틱,,니트웨어,,니트,무지,,노멀,발목,화이트,팬츠,,노멀
249273,소피스트케이티드,,퍼플,셔츠,긴팔,,무지,,루즈,,네이비,,,
253898,소피스트케이티드,스트리트,화이트,니트웨어,긴팔,니트,,브이넥,타이트,발목,핑크,팬츠,우븐,벨보텀
255713,소피스트케이티드,페미닌,,티셔츠,,우븐,무지,보트넥,노멀,미니,블랙,스커트,우븐,노멀
258623,소피스트케이티드,매니시,베이지,,반팔,,,,,발목,카키,팬츠,우븐,벨보텀
259445,소피스트케이티드,,화이트,블라우스,7부소매,시폰,무지,라운드넥,루즈,,네이비,,,
260785,소피스트케이티드,,화이트,블라우스,긴팔,우븐,무지,브이넥,노멀,,베이지,팬츠,우븐,
263878,소피스트케이티드,,블랙,탑,긴팔,우븐,무지,라운드넥,노멀,발목,화이트,팬츠,우븐,와이드
275127,소피스트케이티드,페미닌,화이트,블라우스,긴팔,우븐,무지,터틀넥,노멀,발목,브라운,팬츠,우븐,노멀
27740,소피스트케이티드,,그레이,블라우스,긴팔,우븐,무지,브이넥,노멀,발목,,팬츠,우븐,노멀
27966,소피스트케이티드,,브라운,블라우스,긴팔,우븐,스트라이프,라운드넥,노멀,발목,베이지,팬츠,우븐,노멀
301526,소피스트케이티드,,블랙,,긴팔,,,,,맥시,베이지,팬츠,우븐,와이드
302725,소피스트케이티드,,,블라우스,,저지,,라운드넥,루즈,발목,베이지,팬츠,울/캐시미어,노멀
307256,소피스트케이티드,페미닌,화이트,니트웨어,7부소매,"니트, 울/캐시미어",무지,,타이트,미니,블랙,스커트,"우븐, 울/캐시미어",스키니
307260,소피스트케이티드,페미닌,화이트,니트웨어,7부소매,"니트, 울/캐시미어",무지,,타이트,미니,블랙,스커트,"우븐, 울/캐시미어",스키니
307279,소피스트케이티드,페미닌,화이트,니트웨어,7부소매,울/캐시미어,무지,,타이트,미니,블랙,스커트,울/캐시미어,스키니
307330,소피스트케이티드,,라벤더,니트웨어,반팔,니트,,브이넥,타이트,미니,베이지,스커트,우븐,노멀
308027,소피스트케이티드,,핑크,니트웨어,반팔,니트,,유넥,타이트,발목,화이트,팬츠,우븐,루즈
308048,소피스트케이티드,,골드,니트웨어,반팔,니트,무지,유넥,타이트,미니,화이트,스커트,우븐,노멀
308050,소피스트케이티드,,골드,니트웨어,반팔,니트,무지,유넥,타이트,미니,화이트,스커트,우븐,노멀
308126,소피스트케이티드,,그린,니트웨어,민소매,니트,스트라이프,라운드넥,타이트,발목,화이트,팬츠,우븐,노멀
308422,소피스트케이티드,,그린,니트웨어,반팔,니트,,라운드넥,타이트,미디,화이트,스커트,,노멀
30883,소피스트케이티드,클래식,베이지,니트웨어,7부소매,니트,무지,라운드넥,노멀,미디,베이지,스커트,니트,노멀
310098,소피스트케이티드,,핑크,블라우스,반팔,니트,무지,,노멀,발목,베이지,팬츠,우븐,노멀
31018,소피스트케이티드,,화이트,탑,긴팔,저지,,,노멀,미디,블랙,스커트,우븐,스키니
310381,소피스트케이티드,스트리트,스카이블루,니트웨어,반팔,니트,무지,라운드넥,루즈,발목,화이트,팬츠,우븐,노멀
310793,소피스트케이티드,페미닌,화이트,블라우스,긴팔,"우븐, 레이스",무지,,노멀,,,스커트,우븐,노멀
317539,소피스트케이티드,,화이트,티셔츠,반팔,저지,,라운드넥,노멀,,,팬츠,우븐,노멀
325773,소피스트케이티드,모던,와인,셔츠,7부소매,우븐,무지,브이넥,노멀,미니,,팬츠,린넨,노멀
32687,소피스트케이티드,모던,화이트,니트웨어,긴팔,니트,,라운드넥,노멀,발목,,팬츠,우븐,노멀
330728,소피스트케이티드,페미닌,화이트,셔츠,7부소매,,무지,브이넥,노멀,발목,그린,스커트,우븐,와이드
33356,소피스트케이티드,,화이트,셔츠,긴팔,우븐,무지,,루즈,,블랙,,,
339054,소피스트케이티드,,와인,니트웨어,긴팔,니트,무지,보트넥,노멀,발목,블랙,팬츠,우븐,노멀
33909,소피스트케이티드,모던,화이트,탑,7부소매,저지,무지,라운드넥,노멀,,블랙,,,
339130,소피스트케이티드,,브라운,티셔츠,긴팔,저지,무지,라운드넥,노멀,발목,화이트,팬츠,우븐,노멀
33922,소피스트케이티드,모던,화이트,탑,7부소매,저지,무지,라운드넥,노멀,,블랙,,,
